Level	Rule Name	Subject	Property	Value
WARN	duplicate_exact_synonym	obo:OCCO_21201000	IAO:0000118	Clergy
WARN	duplicate_exact_synonym	obo:OCCO_21201100	IAO:0000118	Clergy
WARN	duplicate_exact_synonym	obo:OCCO_17205000	IAO:0000118	Civil Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17205100	IAO:0000118	Civil Engineers
WARN	duplicate_exact_synonym	obo:OCCO_29101000	IAO:0000118	Chiropractors
WARN	duplicate_exact_synonym	obo:OCCO_29101100	IAO:0000118	Chiropractors
WARN	duplicate_exact_synonym	obo:OCCO_39901000	IAO:0000118	Childcare Workers
WARN	duplicate_exact_synonym	obo:OCCO_39901100	IAO:0000118	Childcare Workers
WARN	duplicate_exact_synonym	obo:OCCO_11101000	IAO:0000118	Chief Executives
WARN	duplicate_exact_synonym	obo:OCCO_11101100	IAO:0000118	Chief Executives
WARN	duplicate_exact_synonym	obo:OCCO_19403000	IAO:0000118	Chemical Technicians
WARN	duplicate_exact_synonym	obo:OCCO_19403100	IAO:0000118	Chemical Technicians
WARN	duplicate_exact_synonym	obo:OCCO_17204000	IAO:0000118	Chemical Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17204100	IAO:0000118	Chemical Engineers
WARN	duplicate_exact_synonym	obo:OCCO_41201000	IAO:0000118	Cashiers
WARN	duplicate_exact_synonym	obo:OCCO_41201100	IAO:0000118	Cashiers
WARN	duplicate_exact_synonym	obo:OCCO_47203000	IAO:0000118	Carpenters
WARN	duplicate_exact_synonym	obo:OCCO_47203100	IAO:0000118	Carpenters
WARN	duplicate_exact_synonym	obo:OCCO_43501000	IAO:0000118	Cargo and Freight Agents
WARN	duplicate_exact_synonym	obo:OCCO_43501100	IAO:0000118	Cargo and Freight Agents
WARN	duplicate_exact_synonym	obo:OCCO_51701000	IAO:0000118	Cabinetmakers and Bench Carpenters
WARN	duplicate_exact_synonym	obo:OCCO_51701100	IAO:0000118	Cabinetmakers and Bench Carpenters
WARN	duplicate_exact_synonym	obo:OCCO_25101000	IAO:0000118	Business Teachers, Postsecondary
WARN	duplicate_exact_synonym	obo:OCCO_25101100	IAO:0000118	Business Teachers, Postsecondary
WARN	duplicate_exact_synonym	obo:OCCO_49303000	IAO:0000118	Bus and Truck Mechanics and Diesel Engine Specialists
WARN	duplicate_exact_synonym	obo:OCCO_49303100	IAO:0000118	Bus and Truck Mechanics and Diesel Engine Specialists
WARN	duplicate_exact_synonym	obo:OCCO_13203000	IAO:0000118	Budget Analysts
WARN	duplicate_exact_synonym	obo:OCCO_13203100	IAO:0000118	Budget Analysts
WARN	duplicate_exact_synonym	obo:OCCO_43401000	IAO:0000118	Brokerage Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43401100	IAO:0000118	Brokerage Clerks
WARN	duplicate_exact_synonym	obo:OCCO_27301000	IAO:0000118	Broadcast Announcers and Radio Disc Jockeys
WARN	duplicate_exact_synonym	obo:OCCO_27301100	IAO:0000118	Broadcast Announcers and Radio Disc Jockeys
WARN	duplicate_exact_synonym	obo:OCCO_53601000	IAO:0000118	Bridge and Lock Tenders
WARN	duplicate_exact_synonym	obo:OCCO_53601100	IAO:0000118	Bridge and Lock Tenders
WARN	duplicate_exact_synonym	obo:OCCO_43303000	IAO:0000118	Bookkeeping, Accounting, and Auditing Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43303100	IAO:0000118	Bookkeeping, Accounting, and Auditing Clerks
WARN	duplicate_exact_synonym	obo:OCCO_47201000	IAO:0000118	Boilermakers
WARN	duplicate_exact_synonym	obo:OCCO_47201100	IAO:0000118	Boilermakers
WARN	duplicate_exact_synonym	obo:OCCO_19402000	IAO:0000118	Biological Technicians
WARN	duplicate_exact_synonym	obo:OCCO_19402100	IAO:0000118	Biological Technicians
WARN	duplicate_exact_synonym	obo:OCCO_17203000	IAO:0000118	Bioengineers and Biomedical Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17203100	IAO:0000118	Bioengineers and Biomedical Engineers
WARN	duplicate_exact_synonym	obo:OCCO_43302000	IAO:0000118	Billing and Posting Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43302100	IAO:0000118	Billing and Posting Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43301000	IAO:0000118	Bill and Account Collectors
WARN	duplicate_exact_synonym	obo:OCCO_43301100	IAO:0000118	Bill and Account Collectors
WARN	duplicate_exact_synonym	obo:OCCO_35301000	IAO:0000118	Bartenders
WARN	duplicate_exact_synonym	obo:OCCO_35301100	IAO:0000118	Bartenders
WARN	duplicate_exact_synonym	obo:OCCO_51301000	IAO:0000118	Bakers
WARN	duplicate_exact_synonym	obo:OCCO_51301100	IAO:0000118	Bakers
WARN	duplicate_exact_synonym	obo:OCCO_39600000	IAO:0000118	Baggage Porters, Bellhops, and Concierges
WARN	duplicate_exact_synonym	obo:OCCO_39601000	IAO:0000118	Baggage Porters, Bellhops, and Concierges
WARN	duplicate_exact_synonym	obo:OCCO_29118000	IAO:0000118	Audiologists
WARN	duplicate_exact_synonym	obo:OCCO_29118100	IAO:0000118	Audiologists
WARN	duplicate_exact_synonym	obo:OCCO_19202000	IAO:0000118	Atmospheric and Space Scientists
WARN	duplicate_exact_synonym	obo:OCCO_19202100	IAO:0000118	Atmospheric and Space Scientists
WARN	duplicate_exact_synonym	obo:OCCO_11904000	IAO:0000118	Architectural and Engineering Managers
WARN	duplicate_exact_synonym	obo:OCCO_11904100	IAO:0000118	Architectural and Engineering Managers
WARN	duplicate_exact_synonym	obo:OCCO_39201000	IAO:0000118	Animal Trainers
WARN	duplicate_exact_synonym	obo:OCCO_39201100	IAO:0000118	Animal Trainers
WARN	duplicate_exact_synonym	obo:OCCO_33901000	IAO:0000118	Animal Control Workers
WARN	duplicate_exact_synonym	obo:OCCO_33901100	IAO:0000118	Animal Control Workers
WARN	duplicate_exact_synonym	obo:OCCO_39202000	IAO:0000118	Animal Caretakers
WARN	duplicate_exact_synonym	obo:OCCO_39202100	IAO:0000118	Animal Caretakers
WARN	duplicate_exact_synonym	obo:OCCO_45202000	IAO:0000118	Animal Breeders
WARN	duplicate_exact_synonym	obo:OCCO_45202100	IAO:0000118	Animal Breeders
WARN	duplicate_exact_synonym	obo:OCCO_53301000	IAO:0000118	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
WARN	duplicate_exact_synonym	obo:OCCO_53301100	IAO:0000118	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
WARN	duplicate_exact_synonym	obo:OCCO_51201000	IAO:0000118	Aircraft Structure, Surfaces, Rigging, and Systems Assemblers
WARN	duplicate_exact_synonym	obo:OCCO_51201100	IAO:0000118	Aircraft Structure, Surfaces, Rigging, and Systems Assemblers
WARN	duplicate_exact_synonym	obo:OCCO_49301000	IAO:0000118	Aircraft Mechanics and Service Technicians
WARN	duplicate_exact_synonym	obo:OCCO_49301100	IAO:0000118	Aircraft Mechanics and Service Technicians
WARN	duplicate_exact_synonym	obo:OCCO_45201000	IAO:0000118	Agricultural Inspectors
WARN	duplicate_exact_synonym	obo:OCCO_45201100	IAO:0000118	Agricultural Inspectors
WARN	duplicate_exact_synonym	obo:OCCO_17202000	IAO:0000118	Agricultural Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17202100	IAO:0000118	Agricultural Engineers
WARN	duplicate_exact_synonym	obo:OCCO_13101000	IAO:0000118	Agents and Business Managers of Artists, Performers, and Athletes
WARN	duplicate_exact_synonym	obo:OCCO_13101100	IAO:0000118	Agents and Business Managers of Artists, Performers, and Athletes
WARN	duplicate_exact_synonym	obo:OCCO_17201000	IAO:0000118	Aerospace Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17201100	IAO:0000118	Aerospace Engineers
WARN	duplicate_exact_synonym	obo:OCCO_41301000	IAO:0000118	Advertising Sales Agents
WARN	duplicate_exact_synonym	obo:OCCO_41301100	IAO:0000118	Advertising Sales Agents
WARN	duplicate_exact_synonym	obo:OCCO_11201000	IAO:0000118	Advertising and Promotions Managers
WARN	duplicate_exact_synonym	obo:OCCO_11201100	IAO:0000118	Advertising and Promotions Managers
WARN	duplicate_exact_synonym	obo:OCCO_25301000	IAO:0000118	Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors
WARN	duplicate_exact_synonym	obo:OCCO_25301100	IAO:0000118	Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors
WARN	duplicate_exact_synonym	obo:OCCO_15201000	IAO:0000118	Actuaries
WARN	duplicate_exact_synonym	obo:OCCO_15201100	IAO:0000118	Actuaries
WARN	duplicate_exact_synonym	obo:OCCO_13201000	IAO:0000118	Accountants and Auditors
WARN	duplicate_exact_synonym	obo:OCCO_13201100	IAO:0000118	Accountants and Auditors
WARN	duplicate_label_synonym	obo:OCCO_29114000	IAO:0000118	registered nurse
WARN	equivalent_class_axiom_no_genus	obo:OCCO_00000001	RO:0000091	OMRSE:00000284
WARN	missing_definition	BFO:0000141	IAO:0000115	
WARN	missing_definition	IAO:0000027	IAO:0000115	
WARN	missing_definition	IAO:0000030	IAO:0000115	
WARN	missing_definition	IAO:0000114	IAO:0000115	
WARN	missing_definition	IAO:0000426	IAO:0000115	
WARN	missing_definition	IAO:8000000	IAO:0000115	
WARN	missing_definition	IAO:8000016	IAO:0000115	
WARN	missing_definition	IAO:8000017	IAO:0000115	
WARN	missing_definition	IAO:8000019	IAO:0000115	
WARN	missing_definition	IAO:8000020	IAO:0000115	
WARN	missing_definition	NCBITaxon:9606	IAO:0000115	
WARN	missing_definition	obo:OCCO_00000008	IAO:0000115	
WARN	missing_definition	obo:OCCO_00000009	IAO:0000115	
WARN	missing_definition	obo:OCCO_00000010	IAO:0000115	
WARN	missing_definition	obo:OCCO_00000116	IAO:0000115	
WARN	missing_definition	obo:OCCO_00000117	IAO:0000115	
WARN	missing_definition	obo:OCCO_11000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11103000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11203000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11300000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11301000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11302000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11303000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11305000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11306000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11307000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11311000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11312000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11313000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11900000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11901000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11902000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11903000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11904000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11905000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11907000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11908000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11911000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11912000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11913000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11914000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11915000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11916000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11917000	IAO:0000115	
WARN	missing_definition	obo:OCCO_11919000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13103000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13104000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13105000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13107000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13108000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13111000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13112000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13113000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13114000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13115000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13116000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13119000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13203000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13204000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13205000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13206000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13207000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13208000	IAO:0000115	
WARN	missing_definition	obo:OCCO_13209000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15120000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15121000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15122000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15123000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15124000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15125000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15129000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15203000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15204000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15205000	IAO:0000115	
WARN	missing_definition	obo:OCCO_15209000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17203000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17204000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17205000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17206000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17207000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17208000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17211000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17212000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17213000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17214000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17215000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17216000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17217000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17219000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17300000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17301000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17302000	IAO:0000115	
WARN	missing_definition	obo:OCCO_17303000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19103000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19104000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19109000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19203000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19204000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19209000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19300000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19301000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19302000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19303000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19304000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19305000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19309000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19400000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19401000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19402000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19403000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19404000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19405000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19406000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19407000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19409000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19500000	IAO:0000115	
WARN	missing_definition	obo:OCCO_19501000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21109000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_21209000	IAO:0000115	
WARN	missing_definition	obo:OCCO_23000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_23100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_23101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_23102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_23200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_23201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_23209000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25103000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25104000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25105000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25106000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25107000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25108000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25111000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25112000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25119000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25203000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25205000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25300000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25301000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25302000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25303000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25304000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25309000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25400000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25401000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25402000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25403000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25900000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25902000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25903000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25904000	IAO:0000115	
WARN	missing_definition	obo:OCCO_25909000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27203000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27204000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27209000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27300000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27301000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27302000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27303000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27304000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27309000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27400000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27401000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27402000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27403000	IAO:0000115	
WARN	missing_definition	obo:OCCO_27409000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29103000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29104000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29105000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29107000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29108000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29112000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29113000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29114000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29115000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29116000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29117000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29118000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29121000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29124000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29129000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29203000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29204000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29205000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29206000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29207000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29208000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29209000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29900000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29902000	IAO:0000115	
WARN	missing_definition	obo:OCCO_29909000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31110000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31112000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31113000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31900000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31901000	IAO:0000115	
WARN	missing_definition	obo:OCCO_31909000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33109000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33300000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33301000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33302000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33303000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33304000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33305000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33900000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33901000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33902000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33903000	IAO:0000115	
WARN	missing_definition	obo:OCCO_33909000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35300000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35301000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35302000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35303000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35304000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35900000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35901000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35902000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35903000	IAO:0000115	
WARN	missing_definition	obo:OCCO_35909000	IAO:0000115	
WARN	missing_definition	obo:OCCO_37000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_37100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_37101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_37200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_37201000	IAO:0000115	
WARN	missing_definition	obo:OCCO_37202000	IAO:0000115	
WARN	missing_definition	obo:OCCO_37300000	IAO:0000115	
WARN	missing_definition	obo:OCCO_37301000	IAO:0000115	
WARN	missing_definition	obo:OCCO_39000000	IAO:0000115	
WARN	missing_definition	obo:OCCO_39100000	IAO:0000115	
WARN	missing_definition	obo:OCCO_39101000	IAO:0000115	
WARN	missing_definition	obo:OCCO_39102000	IAO:0000115	
WARN	missing_definition	obo:OCCO_39200000	IAO:0000115	
WARN	missing_definition	obo:OCCO_39201000	IAO:0000115	
