Ontology ID	OccO Label	Abilities
OCCO:21102300	mental health and substance abuse social workers	Oral Comprehension|Oral Expression|Problem Sensitivity|Written Expression|Written Comprehension|Inductive Reasoning
OCCO:21109200	probation officers and correctional treatment specialists	Problem Sensitivity|Oral Expression|Oral Comprehension|Speech Recognition|Inductive Reasoning|Deductive Reasoning
OCCO:21109300	social and human service assistants	Oral Expression|Speech Clarity|Problem Sensitivity|Oral Comprehension|Written Expression|Written Comprehension
OCCO:21109400	community health workers	Oral Comprehension|Oral Expression|Written Comprehension|Written Expression|Speech Recognition|Speech Clarity
OCCO:21201100	clergy	Oral Expression|Speech Clarity|Speech Recognition|Written Expression|Written Comprehension|Oral Comprehension
OCCO:21202100	"directors, religious activities and education"	Written Comprehension|Oral Expression|Oral Comprehension|Written Expression|Speech Recognition|Speech Clarity
OCCO:23101100	lawyers	Oral Expression|Written Comprehension|Oral Comprehension|Speech Clarity|Written Expression|Inductive Reasoning
OCCO:23101200	judicial law clerks	Written Comprehension|Oral Expression|Oral Comprehension|Written Expression|Speech Recognition|Inductive Reasoning
OCCO:23102100	"administrative law judges, adjudicators, and hearing officers"	Oral Comprehension|Written Expression|Written Comprehension|Oral Expression|Inductive Reasoning|Deductive Reasoning
OCCO:23102200	"arbitrators, mediators, and conciliators"	Written Expression|Written Comprehension|Speech Clarity|Oral Expression|Oral Comprehension|Inductive Reasoning
OCCO:23102300	"judges, magistrate judges, and magistrates"	Deductive Reasoning|Oral Comprehension|Inductive Reasoning|Written Comprehension|Speech Clarity|Oral Expression
OCCO:23201100	paralegals and legal assistants	Written Comprehension|Written Expression|Oral Expression|Oral Comprehension|Near Vision|Speech Recognition
OCCO:23209300	"title examiners, abstractors, and searchers"	Written Comprehension|Oral Expression|Oral Comprehension|Written Expression|Speech Recognition|Near Vision
OCCO:25101100	"business teachers, postsecondary"	Oral Expression|Written Comprehension|Speech Clarity|Written Expression|Oral Comprehension|Deductive Reasoning
OCCO:25102100	"computer science teachers, postsecondary"	Written Comprehension|Oral Expression|Speech Clarity|Oral Comprehension|Deductive Reasoning|Written Expression
OCCO:25102200	"mathematical science teachers, postsecondary"	Mathematical Reasoning|Oral Expression|Written Expression|Written Comprehension|Oral Comprehension|Number Facility
OCCO:25103100	"architecture teachers, postsecondary"	Written Comprehension|Oral Expression|Written Expression|Speech Clarity|Oral Comprehension|Inductive Reasoning
OCCO:25103200	"engineering teachers, postsecondary"	Oral Expression|Written Expression|Written Comprehension|Oral Comprehension|Speech Clarity|Inductive Reasoning
OCCO:25104100	"agricultural sciences teachers, postsecondary"	Oral Expression|Speech Clarity|Oral Comprehension|Inductive Reasoning|Written Expression|Written Comprehension
OCCO:25104200	"biological science teachers, postsecondary"	Oral Expression|Written Comprehension|Written Expression|Speech Clarity|Oral Comprehension|Inductive Reasoning
OCCO:25104300	"forestry and conservation science teachers, postsecondary"	Oral Expression|Written Expression|Written Comprehension|Speech Clarity|Oral Comprehension|Speech Recognition
OCCO:25105100	"atmospheric, earth, marine, and space sciences teachers, postsecondary"	Oral Expression|Speech Clarity|Written Comprehension|Oral Comprehension|Written Expression|Inductive Reasoning
OCCO:25105200	"chemistry teachers, postsecondary"	Oral Expression|Written Expression|Written Comprehension|Oral Comprehension|Inductive Reasoning|Deductive Reasoning
OCCO:25105300	"environmental science teachers, postsecondary"	Oral Expression|Written Comprehension|Speech Clarity|Oral Comprehension|Written Expression|Inductive Reasoning
OCCO:25105400	"physics teachers, postsecondary"	Oral Expression|Written Comprehension|Oral Comprehension|Written Expression|Speech Clarity|Inductive Reasoning
OCCO:25106100	"anthropology and archeology teachers, postsecondary"	Oral Expression|Written Comprehension|Speech Clarity|Written Expression|Oral Comprehension|Inductive Reasoning
OCCO:25106200	"area, ethnic, and cultural studies teachers, postsecondary"	Oral Expression|Written Comprehension|Oral Comprehension|Inductive Reasoning|Written Expression|Deductive Reasoning
OCCO:25106300	"economics teachers, postsecondary"	Oral Expression|Written Comprehension|Oral Comprehension|Written Expression|Speech Clarity|Deductive Reasoning
OCCO:25106400	"geography teachers, postsecondary"	Oral Expression|Speech Clarity|Written Expression|Written Comprehension|Oral Comprehension|Deductive Reasoning
OCCO:25106500	"political science teachers, postsecondary"	Oral Expression|Oral Comprehension|Written Comprehension|Written Expression|Speech Clarity|Near Vision
OCCO:25106600	"psychology teachers, postsecondary"	Oral Expression|Speech Clarity|Written Expression|Written Comprehension|Oral Comprehension|Inductive Reasoning
OCCO:25106700	"sociology teachers, postsecondary"	Oral Expression|Written Expression|Written Comprehension|Oral Comprehension|Speech Clarity|Deductive Reasoning
OCCO:25107100	"health specialties teachers, postsecondary"	Oral Expression|Written Comprehension|Oral Comprehension|Written Expression|Deductive Reasoning|Speech Clarity
OCCO:25107200	"nursing instructors and teachers, postsecondary"	Oral Expression|Written Expression|Written Comprehension|Speech Clarity|Problem Sensitivity|Oral Comprehension
OCCO:25108100	"education teachers, postsecondary"	Oral Expression|Written Expression|Written Comprehension|Speech Clarity|Oral Comprehension|Speech Recognition
OCCO:25108200	"library science teachers, postsecondary"	Written Comprehension|Oral Expression|Oral Comprehension|Written Expression|Speech Clarity|Inductive Reasoning
OCCO:25111100	"criminal justice and law enforcement teachers, postsecondary"	Written Comprehension|Oral Expression|Written Expression|Oral Comprehension|Inductive Reasoning|Speech Clarity
OCCO:25111200	"law teachers, postsecondary"	Oral Expression|Written Comprehension|Speech Clarity|Oral Comprehension|Written Expression|Inductive Reasoning
OCCO:25111300	"social work teachers, postsecondary"	Oral Expression|Speech Clarity|Written Expression|Written Comprehension|Oral Comprehension|Inductive Reasoning
OCCO:25112100	"art, drama, and music teachers, postsecondary"	Oral Expression|Oral Comprehension|Written Expression|Written Comprehension|Speech Clarity|Speech Recognition
OCCO:25112200	"communications teachers, postsecondary"	Oral Expression|Written Expression|Written Comprehension|Speech Clarity|Oral Comprehension|Inductive Reasoning
OCCO:25112300	"english language and literature teachers, postsecondary"	Written Comprehension|Oral Expression|Oral Comprehension|Written Expression|Speech Clarity|Inductive Reasoning
OCCO:25112400	"foreign language and literature teachers, postsecondary"	Speech Clarity|Oral Expression|Oral Comprehension|Written Comprehension|Speech Recognition|Written Expression
OCCO:25112500	"history teachers, postsecondary"	Oral Expression|Written Comprehension|Written Expression|Speech Clarity|Oral Comprehension|Inductive Reasoning
OCCO:25112600	"philosophy and religion teachers, postsecondary"	Oral Expression|Written Comprehension|Written Expression|Speech Clarity|Oral Comprehension|Deductive Reasoning
OCCO:25119300	"recreation and fitness studies teachers, postsecondary"	Oral Expression|Written Expression|Written Comprehension|Speech Clarity|Oral Comprehension|Near Vision
OCCO:25201100	"preschool teachers, except special education"	Oral Expression|Speech Clarity|Problem Sensitivity|Oral Comprehension|Speech Recognition|Originality
OCCO:25201200	"kindergarten teachers, except special education"	Oral Expression|Written Comprehension|Written Expression|Speech Clarity|Problem Sensitivity|Oral Comprehension
OCCO:25202100	"elementary school teachers, except special education"	Oral Expression|Written Expression|Written Comprehension|Speech Recognition|Speech Clarity|Problem Sensitivity
OCCO:25202200	"middle school teachers, except special and career/technical education"	Oral Expression|Written Comprehension|Speech Clarity|Oral Comprehension|Written Expression|Speech Recognition
OCCO:25202300	"career/technical education teachers, middle school"	Oral Expression|Written Comprehension|Speech Clarity|Oral Comprehension|Written Expression|Speech Recognition
OCCO:25203100	"secondary school teachers, except special and career/technical education"	Oral Expression|Oral Comprehension|Written Comprehension|Speech Recognition|Speech Clarity|Deductive Reasoning
OCCO:25203200	"career/technical education teachers, secondary school"	Speech Clarity|Oral Expression|Oral Comprehension|Written Expression|Written Comprehension|Problem Sensitivity
OCCO:25205700	"special education teachers, middle school"	Written Comprehension|Written Expression|Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity
OCCO:25205800	"special education teachers, secondary school"	Speech Clarity|Written Expression|Written Comprehension|Oral Expression|Oral Comprehension|Speech Recognition
OCCO:25205901	adapted physical education specialists	Oral Expression|Oral Comprehension|Written Comprehension|Written Expression|Speech Recognition|Speech Clarity
OCCO:25304100	tutors	Oral Expression|Speech Clarity|Oral Comprehension|Written Comprehension|Written Expression|Speech Recognition
OCCO:25401100	archivists	Information Ordering|Written Expression|Written Comprehension|Oral Comprehension|Near Vision|Category Flexibility
OCCO:25401200	curators	Written Comprehension|Oral Expression|Oral Comprehension|Written Expression|Near Vision|Deductive Reasoning
OCCO:25401300	museum technicians and conservators	Oral Expression|Near Vision|Oral Comprehension|Information Ordering|Written Expression|Written Comprehension
OCCO:25403100	library technicians	Oral Expression|Oral Comprehension|Written Comprehension|Speech Recognition|Speech Clarity|Near Vision
OCCO:25903100	instructional coordinators	Written Comprehension|Written Expression|Oral Expression|Speech Clarity|Oral Comprehension|Speech Recognition
OCCO:27101100	art directors	Originality|Fluency of Ideas|Written Comprehension|Oral Expression|Oral Comprehension|Near Vision
OCCO:27101200	craft artists	Originality|Finger Dexterity|Manual Dexterity|Arm-Hand Steadiness|Fluency of Ideas|Visualization
OCCO:27101300	"fine artists, including painters, sculptors, and illustrators"	Originality|Visualization|Fluency of Ideas|Visual Color Discrimination|Arm-Hand Steadiness|Near Vision
OCCO:27102100	commercial and industrial designers	Oral Comprehension|Near Vision|Speech Recognition|Originality|Oral Expression|Deductive Reasoning
OCCO:27102200	fashion designers	Oral Expression|Originality|Oral Comprehension|Written Comprehension|Inductive Reasoning|Fluency of Ideas
OCCO:27102300	floral designers	Oral Expression|Oral Comprehension|Visualization|Visual Color Discrimination|Speech Clarity|Originality
OCCO:27102400	graphic designers	Originality|Near Vision|Fluency of Ideas|Written Comprehension|Oral Expression|Oral Comprehension
OCCO:27102500	interior designers	Originality|Written Comprehension|Visualization|Oral Expression|Oral Comprehension|Near Vision
OCCO:27102600	merchandise displayers and window trimmers	Visualization|Speech Clarity|Oral Expression|Oral Comprehension|Speech Recognition|Manual Dexterity
OCCO:27102700	set and exhibit designers	Originality|Fluency of Ideas|Visualization|Oral Comprehension|Written Comprehension|Oral Expression
OCCO:27201100	actors	Oral Expression|Oral Comprehension|Written Comprehension|Speech Clarity|Memorization|Originality
OCCO:27201204	talent directors	Oral Expression|Written Comprehension|Oral Comprehension|Written Expression|Inductive Reasoning|Originality
OCCO:27202100	athletes and sports competitors	Oral Comprehension|Static Strength|Stamina|Problem Sensitivity|Oral Expression|Speech Clarity
OCCO:27202200	coaches and scouts	Oral Expression|Speech Clarity|Problem Sensitivity|Oral Comprehension|Deductive Reasoning|Speech Recognition
OCCO:27202300	"umpires, referees, and other sports officials"	Near Vision|Far Vision|Oral Expression|Speech Clarity|Problem Sensitivity|Oral Comprehension
OCCO:27203100	dancers	Gross Body Coordination|Stamina|Extent Flexibility|Trunk Strength|Gross Body Equilibrium|Dynamic Strength
OCCO:27203200	choreographers	Gross Body Coordination|Oral Comprehension|Originality|Oral Expression|Fluency of Ideas|Speech Clarity
OCCO:27303100	public relations specialists	Oral Comprehension|Oral Expression|Written Expression|Speech Clarity|Written Comprehension|Speech Recognition
OCCO:27304100	editors	Written Comprehension|Written Expression|Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity
OCCO:27304200	technical writers	Written Expression|Written Comprehension|Near Vision|Oral Comprehension|Oral Expression|Deductive Reasoning
OCCO:27304305	"poets, lyricists and creative writers"	Written Expression|Originality|Fluency of Ideas|Written Comprehension|Near Vision|Oral Expression
OCCO:27309100	interpreters and translators	Speech Recognition|Oral Expression|Oral Comprehension|Speech Clarity|Written Comprehension|Written Expression
OCCO:27401200	broadcast technicians	Problem Sensitivity|Near Vision|Oral Comprehension|Written Comprehension|Speech Recognition|Oral Expression
OCCO:27401400	sound engineering technicians	Oral Expression|Near Vision|Written Expression|Oral Comprehension|Written Comprehension|Speech Recognition
OCCO:27402100	photographers	Oral Comprehension|Oral Expression|Visualization|Originality|Near Vision|Far Vision
OCCO:27403200	film and video editors	Near Vision|Written Comprehension|Oral Comprehension|Speech Clarity|Oral Expression|Information Ordering
OCCO:29101100	chiropractors	Written Comprehension|Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning
OCCO:29102100	"dentists, general"	Problem Sensitivity|Finger Dexterity|Near Vision|Inductive Reasoning|Deductive Reasoning|Arm-Hand Steadiness
OCCO:29102200	oral and maxillofacial surgeons	Arm-Hand Steadiness|Near Vision|Finger Dexterity|Problem Sensitivity|Oral Expression|Oral Comprehension
OCCO:29102300	orthodontists	Problem Sensitivity|Oral Expression|Oral Comprehension|Near Vision|Inductive Reasoning|Finger Dexterity
OCCO:29102400	prosthodontists	Oral Expression|Near Vision|Oral Comprehension|Problem Sensitivity|Finger Dexterity|Deductive Reasoning
OCCO:29103100	dietitians and nutritionists	Written Expression|Written Comprehension|Problem Sensitivity|Oral Expression|Oral Comprehension|Deductive Reasoning
OCCO:29104100	optometrists	Near Vision|Inductive Reasoning|Deductive Reasoning|Problem Sensitivity|Oral Expression|Oral Comprehension
OCCO:29105100	pharmacists	Written Comprehension|Oral Comprehension|Problem Sensitivity|Oral Expression|Near Vision|Written Expression
OCCO:29107100	physician assistants	Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning|Written Comprehension|Problem Sensitivity
OCCO:29107101	anesthesiologist assistants	Problem Sensitivity|Oral Comprehension|Written Comprehension|Inductive Reasoning|Deductive Reasoning|Selective Attention
OCCO:29108100	podiatrists	Problem Sensitivity|Inductive Reasoning|Deductive Reasoning|Written Expression|Written Comprehension|Speech Recognition
OCCO:29112200	occupational therapists	Problem Sensitivity|Speech Clarity|Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning
OCCO:29112201	"low vision therapists, orientation and mobility specialists, and vision rehabilitation therapists"	Oral Expression|Written Comprehension|Problem Sensitivity|Oral Comprehension|Written Expression|Speech Clarity
OCCO:29112300	physical therapists	Written Expression|Written Comprehension|Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning
OCCO:29112400	radiation therapists	Oral Comprehension|Problem Sensitivity|Oral Expression|Written Comprehension|Written Expression|Information Ordering
OCCO:29112500	recreational therapists	Oral Expression|Oral Comprehension|Speech Clarity|Problem Sensitivity|Written Expression|Inductive Reasoning
OCCO:29112600	respiratory therapists	Problem Sensitivity|Oral Expression|Inductive Reasoning|Oral Comprehension|Information Ordering|Deductive Reasoning
OCCO:29112700	speech-language pathologists	Speech Recognition|Oral Comprehension|Written Expression|Speech Clarity|Inductive Reasoning|Deductive Reasoning
OCCO:29112800	exercise physiologists	Oral Expression|Oral Comprehension|Written Comprehension|Deductive Reasoning|Written Expression|Speech Clarity
OCCO:29112901	art therapists	Speech Clarity|Oral Expression|Oral Comprehension|Deductive Reasoning|Speech Recognition|Inductive Reasoning
OCCO:29112902	music therapists	Oral Expression|Oral Comprehension|Written Expression|Written Comprehension|Speech Recognition|Speech Clarity
OCCO:29113100	veterinarians	Problem Sensitivity|Inductive Reasoning|Oral Expression|Deductive Reasoning|Near Vision|Written Comprehension
OCCO:29114100	registered nurses	Problem Sensitivity|Oral Expression|Oral Comprehension|Written Comprehension|Inductive Reasoning|Deductive Reasoning
OCCO:29114101	acute care nurses	Problem Sensitivity|Oral Comprehension|Written Comprehension|Speech Clarity|Oral Expression|Information Ordering
OCCO:29114102	advanced practice psychiatric nurses	Problem Sensitivity|Oral Expression|Oral Comprehension|Written Expression|Written Comprehension|Speech Clarity
OCCO:29114103	critical care nurses	Speech Clarity|Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning
OCCO:29114104	clinical nurse specialists	Oral Expression|Problem Sensitivity|Oral Comprehension|Written Expression|Written Comprehension|Speech Clarity
OCCO:29115100	nurse anesthetists	Problem Sensitivity|Oral Comprehension|Written Comprehension|Speech Clarity|Oral Expression|Near Vision
OCCO:29116100	nurse midwives	Written Comprehension|Problem Sensitivity|Oral Expression|Oral Comprehension|Deductive Reasoning|Inductive Reasoning
OCCO:29117100	nurse practitioners	Oral Comprehension|Written Comprehension|Problem Sensitivity|Oral Expression|Inductive Reasoning|Deductive Reasoning
OCCO:29118100	audiologists	Written Comprehension|Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning
OCCO:29121100	anesthesiologists	Problem Sensitivity|Oral Comprehension|Deductive Reasoning|Written Comprehension|Inductive Reasoning|Oral Expression
OCCO:29121300	dermatologists	Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning|Near Vision|Deductive Reasoning
OCCO:29121700	neurologists	Inductive Reasoning|Deductive Reasoning|Problem Sensitivity|Oral Expression|Oral Comprehension|Written Comprehension
OCCO:29121800	obstetricians and gynecologists	Problem Sensitivity|Inductive Reasoning|Oral Comprehension|Written Comprehension|Oral Expression|Deductive Reasoning
OCCO:29122100	"pediatricians, general"	Oral Expression|Oral Comprehension|Inductive Reasoning|Problem Sensitivity|Speech Clarity|Deductive Reasoning
OCCO:29122300	psychiatrists	Oral Comprehension|Oral Expression|Written Comprehension|Written Expression|Inductive Reasoning|Deductive Reasoning
OCCO:29122400	radiologists	Problem Sensitivity|Inductive Reasoning|Written Comprehension|Oral Expression|Oral Comprehension|Near Vision
OCCO:29122901	allergists and immunologists	Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning|Written Comprehension|Deductive Reasoning
OCCO:29122902	hospitalists	Oral Comprehension|Inductive Reasoning|Problem Sensitivity|Oral Expression|Written Expression|Written Comprehension
OCCO:29122903	urologists	Problem Sensitivity|Inductive Reasoning|Written Expression|Written Comprehension|Oral Comprehension|Deductive Reasoning
OCCO:29122904	physical medicine and rehabilitation physicians	Problem Sensitivity|Oral Expression|Inductive Reasoning|Deductive Reasoning|Written Comprehension|Oral Comprehension
OCCO:29122905	preventive medicine physicians	Oral Expression|Inductive Reasoning|Problem Sensitivity|Oral Comprehension|Deductive Reasoning|Written Expression
OCCO:29122906	sports medicine physicians	Problem Sensitivity|Oral Comprehension|Written Comprehension|Oral Expression|Inductive Reasoning|Written Expression
OCCO:29129100	acupuncturists	Inductive Reasoning|Problem Sensitivity|Oral Comprehension|Deductive Reasoning|Near Vision|Written Comprehension
OCCO:29129200	dental hygienists	Problem Sensitivity|Near Vision|Oral Expression|Oral Comprehension|Finger Dexterity|Arm-Hand Steadiness
OCCO:29129901	naturopathic physicians	Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning|Written Comprehension
OCCO:29129902	orthoptists	Problem Sensitivity|Oral Expression|Oral Comprehension|Speech Clarity|Inductive Reasoning|Deductive Reasoning
OCCO:29201100	medical and clinical laboratory technologists	Written Comprehension|Near Vision|Oral Comprehension|Inductive Reasoning|Deductive Reasoning|Problem Sensitivity
OCCO:29201101	cytogenetic technologists	Inductive Reasoning|Deductive Reasoning|Oral Comprehension|Written Comprehension|Problem Sensitivity|Oral Expression
OCCO:29201102	cytotechnologists	Problem Sensitivity|Near Vision|Finger Dexterity|Oral Comprehension|Written Comprehension|Inductive Reasoning
OCCO:29201200	medical and clinical laboratory technicians	Near Vision|Problem Sensitivity|Oral Expression|Information Ordering|Oral Comprehension|Written Comprehension
OCCO:29203100	cardiovascular technologists and technicians	Problem Sensitivity|Oral Expression|Oral Comprehension|Near Vision|Speech Recognition|Speech Clarity
OCCO:29203200	diagnostic medical sonographers	Oral Comprehension|Written Comprehension|Problem Sensitivity|Oral Expression|Near Vision|Written Expression
OCCO:29203300	nuclear medicine technologists	Oral Expression|Oral Comprehension|Problem Sensitivity|Near Vision|Written Comprehension|Information Ordering
OCCO:29203500	magnetic resonance imaging technologists	Oral Comprehension|Oral Expression|Problem Sensitivity|Near Vision|Written Comprehension|Written Expression
OCCO:29205100	dietetic technicians	Oral Comprehension|Oral Expression|Deductive Reasoning|Problem Sensitivity|Written Comprehension|Near Vision
OCCO:29205200	pharmacy technicians	Oral Comprehension|Near Vision|Written Comprehension|Oral Expression|Speech Recognition|Problem Sensitivity
OCCO:29205300	psychiatric technicians	Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning|Written Expression
OCCO:29205500	surgical technologists	Oral Comprehension|Problem Sensitivity|Near Vision|Speech Recognition|Arm-Hand Steadiness|Selective Attention
OCCO:29205600	veterinary technologists and technicians	Oral Expression|Problem Sensitivity|Oral Comprehension|Deductive Reasoning|Written Comprehension|Speech Recognition
OCCO:29205700	ophthalmic medical technicians	Oral Comprehension|Near Vision|Oral Expression|Speech Clarity|Problem Sensitivity|Written Expression
OCCO:29206100	licensed practical and licensed vocational nurses	Written Comprehension|Speech Clarity|Problem Sensitivity|Oral Expression|Oral Comprehension|Speech Recognition
OCCO:29208100	"opticians, dispensing"	Oral Expression|Oral Comprehension|Near Vision|Written Expression|Written Comprehension|Speech Clarity
OCCO:29209100	orthotists and prosthetists	Written Comprehension|Oral Expression|Oral Comprehension|Near Vision|Inductive Reasoning|Deductive Reasoning
OCCO:29209200	hearing aid specialists	Oral Expression|Oral Comprehension|Written Comprehension|Speech Recognition|Speech Clarity|Problem Sensitivity
OCCO:29209901	neurodiagnostic technologists	Problem Sensitivity|Oral Expression|Deductive Reasoning|Information Ordering|Written Comprehension|Speech Clarity
OCCO:29209905	ophthalmic medical technologists	Oral Comprehension|Oral Expression|Near Vision|Written Comprehension|Speech Recognition|Problem Sensitivity
OCCO:29209908	patient representatives	Oral Comprehension|Oral Expression|Speech Recognition|Speech Clarity|Inductive Reasoning|Written Comprehension
OCCO:29909100	athletic trainers	Problem Sensitivity|Oral Expression|Oral Comprehension|Deductive Reasoning|Speech Recognition|Inductive Reasoning
OCCO:29909200	genetic counselors	Written Comprehension|Deductive Reasoning|Written Expression|Problem Sensitivity|Oral Expression|Oral Comprehension
OCCO:29909300	surgical assistants	Oral Comprehension|Near Vision|Finger Dexterity|Arm-Hand Steadiness|Speech Clarity|Problem Sensitivity
OCCO:29909901	midwives	Problem Sensitivity|Oral Comprehension|Oral Expression|Speech Recognition|Inductive Reasoning|Speech Clarity
OCCO:31112100	home health aides	Oral Expression|Problem Sensitivity|Oral Comprehension|Near Vision|Inductive Reasoning|Speech Recognition
OCCO:31112200	personal care aides	Oral Comprehension|Oral Expression|Problem Sensitivity|Written Comprehension|Speech Clarity|Near Vision
OCCO:31113100	nursing assistants	Oral Comprehension|Problem Sensitivity|Speech Recognition|Oral Expression|Near Vision|Written Comprehension
OCCO:31113200	orderlies	Oral Comprehension|Trunk Strength|Static Strength|Speech Recognition|Problem Sensitivity|Oral Expression
OCCO:31113300	psychiatric aides	Oral Expression|Oral Comprehension|Problem Sensitivity|Inductive Reasoning|Deductive Reasoning|Written Comprehension
OCCO:31201100	occupational therapy assistants	Oral Expression|Problem Sensitivity|Oral Comprehension|Written Expression|Written Comprehension|Near Vision
OCCO:31201200	occupational therapy aides	Problem Sensitivity|Oral Expression|Oral Comprehension|Speech Clarity|Written Expression|Written Comprehension
OCCO:31202100	physical therapist assistants	Oral Expression|Oral Comprehension|Written Comprehension|Speech Clarity|Problem Sensitivity|Speech Recognition
OCCO:31202200	physical therapist aides	Oral Expression|Oral Comprehension|Speech Recognition|Problem Sensitivity|Written Comprehension|Speech Clarity
OCCO:31901100	massage therapists	Oral Comprehension|Oral Expression|Manual Dexterity|Dynamic Strength|Trunk Strength|Problem Sensitivity
OCCO:31909100	dental assistants	Oral Comprehension|Speech Recognition|Oral Expression|Near Vision|Written Comprehension|Written Expression
OCCO:31909200	medical assistants	Oral Expression|Oral Comprehension|Written Comprehension|Problem Sensitivity|Speech Recognition|Speech Clarity
OCCO:31909300	medical equipment preparers	Near Vision|Problem Sensitivity|Oral Comprehension|Written Expression|Speech Recognition|Perceptual Speed
OCCO:31909400	medical transcriptionists	Oral Comprehension|Written Comprehension|Written Expression|Speech Recognition|Near Vision|Oral Expression
OCCO:31909500	pharmacy aides	Oral Comprehension|Speech Clarity|Oral Expression|Speech Recognition|Near Vision|Written Comprehension
OCCO:31909600	veterinary assistants and laboratory animal caretakers	Problem Sensitivity|Oral Expression|Oral Comprehension|Near Vision|Deductive Reasoning|Written Expression
OCCO:31909700	phlebotomists	Near Vision|Problem Sensitivity|Deductive Reasoning|Arm-Hand Steadiness|Speech Recognition|Speech Clarity
OCCO:31909901	speech-language pathology assistants	Speech Recognition|Oral Expression|Oral Comprehension|Written Comprehension|Written Expression|Speech Clarity
OCCO:31909902	endoscopy technicians	Oral Comprehension|Oral Expression|Problem Sensitivity|Near Vision|Written Comprehension|Arm-Hand Steadiness
OCCO:33101100	first-line supervisors of correctional officers	Problem Sensitivity|Written Comprehension|Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning
OCCO:33101200	first-line supervisors of police and detectives	Oral Expression|Written Comprehension|Problem Sensitivity|Oral Comprehension|Written Expression|Speech Clarity
OCCO:33202200	forest fire inspectors and prevention specialists	Problem Sensitivity|Oral Comprehension|Oral Expression|Inductive Reasoning|Deductive Reasoning|Written Comprehension
OCCO:33301100	bailiffs	Problem Sensitivity|Oral Expression|Selective Attention|Oral Comprehension|Speech Recognition|Speech Clarity
OCCO:33301200	correctional officers and jailers	Speech Clarity|Problem Sensitivity|Oral Expression|Oral Comprehension|Speech Recognition|Inductive Reasoning
OCCO:33302102	police identification and records officers	Written Comprehension|Oral Comprehension|Inductive Reasoning|Near Vision|Information Ordering|Deductive Reasoning
OCCO:33302106	intelligence analysts	Written Comprehension|Inductive Reasoning|Deductive Reasoning|Written Expression|Speech Recognition|Problem Sensitivity
OCCO:33303100	fish and game wardens	Oral Expression|Oral Comprehension|Inductive Reasoning|Problem Sensitivity|Speech Recognition|Speech Clarity
OCCO:33304100	parking enforcement workers	Oral Expression|Speech Clarity|Oral Comprehension|Near Vision|Information Ordering|Written Expression
OCCO:33305200	transit and railroad police	Problem Sensitivity|Oral Expression|Oral Comprehension|Speech Clarity|Inductive Reasoning|Written Expression
OCCO:33901100	animal control workers	Problem Sensitivity|Oral Expression|Oral Comprehension|Deductive Reasoning|Written Comprehension|Speech Clarity
OCCO:33902100	private detectives and investigators	Inductive Reasoning|Problem Sensitivity|Oral Expression|Oral Comprehension|Near Vision|Written Expression
OCCO:33903200	security guards	Problem Sensitivity|Far Vision|Selective Attention|Oral Comprehension|Speech Recognition|Speech Clarity
OCCO:33909200	"lifeguards, ski patrol, and other recreational protective service workers"	Problem Sensitivity|Oral Expression|Far Vision|Selective Attention|Oral Comprehension|Deductive Reasoning
OCCO:33909300	transportation security screeners	Problem Sensitivity|Selective Attention|Oral Expression|Oral Comprehension|Inductive Reasoning|Flexibility of Closure
OCCO:33909902	retail loss prevention specialists	Problem Sensitivity|Oral Comprehension|Oral Expression|Deductive Reasoning|Speech Recognition|Inductive Reasoning
OCCO:35101100	chefs and head cooks	Problem Sensitivity|Oral Expression|Oral Comprehension|Deductive Reasoning|Speech Recognition|Speech Clarity
OCCO:35101200	first-line supervisors of food preparation and serving workers	Oral Expression|Oral Comprehension|Problem Sensitivity|Deductive Reasoning|Speech Recognition|Speech Clarity
OCCO:35201100	"cooks, fast food"	Oral Comprehension|Oral Expression|Information Ordering|Trunk Strength|Near Vision|Written Comprehension
OCCO:35201200	"cooks, institution and cafeteria"	Problem Sensitivity|Oral Comprehension|Near Vision|Information Ordering|Time Sharing|Speech Clarity
OCCO:35201300	"cooks, private household"	Near Vision|Problem Sensitivity|Manual Dexterity|Information Ordering|Finger Dexterity|Arm-Hand Steadiness
OCCO:35201400	"cooks, restaurant"	Near Vision|Speech Recognition|Problem Sensitivity|Manual Dexterity|Information Ordering|Visual Color Discrimination
OCCO:35201500	"cooks, short order"	Near Vision|Oral Comprehension|Speech Recognition|Speech Clarity|Problem Sensitivity|Trunk Strength
OCCO:35202100	food preparation workers	Near Vision|Oral Expression|Manual Dexterity|Arm-Hand Steadiness|Trunk Strength|Speech Recognition
