Ontology ID	OccO Label	Skills
OCCO:27202100	athletes and sports competitors	speaking| critical thinking| active listening| coordination| monitoring| judgment and decision making
OCCO:27202200	coaches and scouts	instructing| speaking| monitoring| management of personnel resources| learning strategies| judgment and decision making
OCCO:27202300	"umpires, referees, and other sports officials"	speaking| critical thinking| judgment and decision making| time management| social perceptiveness| monitoring
OCCO:27203100	dancers	active listening| coordination| speaking| service orientation| learning strategies| instructing
OCCO:27203200	choreographers	speaking| active listening| instructing| coordination| time management| monitoring
OCCO:27303100	public relations specialists	speaking| active listening| writing| time management| social perceptiveness| coordination
OCCO:27304100	editors	reading comprehension| writing| quality control analysis| critical thinking| active listening| speaking
OCCO:27304200	technical writers	writing| reading comprehension| speaking| active listening| critical thinking| active learning
OCCO:27304305	"poets, lyricists and creative writers"	writing| reading comprehension| critical thinking| judgment and decision making| active listening| active learning
OCCO:27309100	interpreters and translators	speaking| active listening| reading comprehension| writing| critical thinking| monitoring
OCCO:27401200	broadcast technicians	critical thinking| operation monitoring| monitoring| active listening| speaking| writing
OCCO:27401400	sound engineering technicians	speaking| active listening| reading comprehension| critical thinking| monitoring| writing
OCCO:27402100	photographers	active listening| speaking| social perceptiveness| service orientation| time management| reading comprehension
OCCO:27403200	film and video editors	active listening| reading comprehension| critical thinking| time management| speaking| judgment and decision making
OCCO:29101100	chiropractors	active listening| speaking| reading comprehension| critical thinking| writing| social perceptiveness
OCCO:29102100	"dentists, general"	judgment and decision making| critical thinking| speaking| reading comprehension| monitoring| complex problem solving
OCCO:29102200	oral and maxillofacial surgeons	judgment and decision making| complex problem solving| reading comprehension| critical thinking| speaking| monitoring
OCCO:29102300	orthodontists	speaking| critical thinking| active listening| social perceptiveness| judgment and decision making| complex problem solving
OCCO:29102400	prosthodontists	speaking| active listening| social perceptiveness| critical thinking| complex problem solving| reading comprehension
OCCO:29103100	dietitians and nutritionists	reading comprehension| speaking| monitoring| critical thinking| active listening| writing
OCCO:29104100	optometrists	critical thinking| active listening| speaking| science| writing| reading comprehension
OCCO:29105100	pharmacists	reading comprehension| active listening| writing| speaking| service orientation| monitoring
OCCO:29107100	physician assistants	speaking| reading comprehension| critical thinking| active listening| social perceptiveness| service orientation
OCCO:29107101	anesthesiologist assistants	active listening| reading comprehension| monitoring| speaking| judgment and decision making| critical thinking
OCCO:29108100	podiatrists	speaking| reading comprehension| critical thinking| active listening| judgment and decision making| active learning
OCCO:29112200	occupational therapists	service orientation| monitoring| speaking| social perceptiveness| reading comprehension| judgment and decision making
OCCO:29112201	"low vision therapists, orientation and mobility specialists, and vision rehabilitation therapists"	active listening| speaking| writing| social perceptiveness| service orientation| monitoring
OCCO:29112300	physical therapists	reading comprehension| speaking| critical thinking| social perceptiveness| service orientation| monitoring
OCCO:29112400	radiation therapists	reading comprehension| active listening| critical thinking| social perceptiveness| operation monitoring| speaking
OCCO:29112500	recreational therapists	social perceptiveness| service orientation| speaking| coordination| active listening| reading comprehension
OCCO:29112600	respiratory therapists	monitoring| critical thinking| active listening| speaking| social perceptiveness| service orientation
OCCO:29112700	speech-language pathologists	active listening| speaking| social perceptiveness| reading comprehension| learning strategies| critical thinking
OCCO:29112800	exercise physiologists	speaking| reading comprehension| critical thinking| active listening| writing| service orientation
OCCO:29112901	art therapists	social perceptiveness| speaking| active listening| judgment and decision making| critical thinking| service orientation
OCCO:29112902	music therapists	social perceptiveness| active listening| speaking| service orientation| reading comprehension| critical thinking
OCCO:29113100	veterinarians	science| speaking| reading comprehension| critical thinking| complex problem solving| judgment and decision making
OCCO:29114100	registered nurses	social perceptiveness| active listening| speaking| service orientation| reading comprehension| critical thinking
OCCO:29114101	acute care nurses	speaking| social perceptiveness| service orientation| reading comprehension| monitoring| critical thinking
OCCO:29114102	advanced practice psychiatric nurses	social perceptiveness| active listening| speaking| reading comprehension| critical thinking| writing
OCCO:29114103	critical care nurses	service orientation| active listening| speaking| social perceptiveness| reading comprehension| monitoring
OCCO:29114104	clinical nurse specialists	speaking| social perceptiveness| service orientation| reading comprehension| critical thinking| coordination
OCCO:29115100	nurse anesthetists	reading comprehension| critical thinking| speaking| monitoring| active listening| active learning
OCCO:29116100	nurse midwives	speaking| social perceptiveness| critical thinking| active listening| active learning| service orientation
OCCO:29117100	nurse practitioners	speaking| social perceptiveness| reading comprehension| critical thinking| active listening| active learning
OCCO:29118100	audiologists	speaking| reading comprehension| critical thinking| active listening| active learning| writing
OCCO:29121100	anesthesiologists	critical thinking| monitoring| judgment and decision making| active listening| writing| science
OCCO:29121300	dermatologists	critical thinking| active listening| reading comprehension| service orientation| speaking| active learning
OCCO:29121700	neurologists	active listening| speaking| social perceptiveness| reading comprehension| critical thinking| complex problem solving
OCCO:29121800	obstetricians and gynecologists	critical thinking| speaking| reading comprehension| active listening| writing| science
OCCO:29122100	"pediatricians, general"	critical thinking| active listening| speaking| judgment and decision making| social perceptiveness| science
OCCO:29122300	psychiatrists	active listening| social perceptiveness| speaking| critical thinking| writing| reading comprehension
OCCO:29122400	radiologists	writing| reading comprehension| critical thinking| active listening| speaking| judgment and decision making
OCCO:29122901	allergists and immunologists	reading comprehension| speaking| active listening| monitoring| judgment and decision making| critical thinking
OCCO:29122902	hospitalists	social perceptiveness| service orientation| critical thinking| active listening| speaking| reading comprehension
OCCO:29122903	urologists	writing| reading comprehension| judgment and decision making| active listening| critical thinking| complex problem solving
OCCO:29122904	physical medicine and rehabilitation physicians	critical thinking| speaking| social perceptiveness| reading comprehension| active listening| judgment and decision making
OCCO:29122905	preventive medicine physicians	reading comprehension| critical thinking| active listening| active learning| writing| speaking
OCCO:29122906	sports medicine physicians	reading comprehension| active listening| critical thinking| monitoring| judgment and decision making| speaking
OCCO:29129100	acupuncturists	critical thinking| active listening| social perceptiveness| service orientation| speaking| judgment and decision making
OCCO:29129200	dental hygienists	speaking| active listening| critical thinking| writing| social perceptiveness| service orientation
OCCO:29129901	naturopathic physicians	speaking| social perceptiveness| reading comprehension| critical thinking| active listening| judgment and decision making
OCCO:29129902	orthoptists	science| critical thinking| speaking| social perceptiveness| active listening| reading comprehension
OCCO:29201100	medical and clinical laboratory technologists	reading comprehension| critical thinking| active listening| science| operation monitoring| speaking
OCCO:29201101	cytogenetic technologists	reading comprehension| critical thinking| active listening| writing| speaking| judgment and decision making
OCCO:29201102	cytotechnologists	critical thinking| reading comprehension| active listening| active learning| speaking| science
OCCO:29201200	medical and clinical laboratory technicians	active listening| reading comprehension| speaking| critical thinking| science| writing
OCCO:29203100	cardiovascular technologists and technicians	active listening| speaking| operation monitoring| monitoring| critical thinking| social perceptiveness
OCCO:29203200	diagnostic medical sonographers	active listening| speaking| social perceptiveness| reading comprehension| monitoring| critical thinking
OCCO:29203300	nuclear medicine technologists	critical thinking| speaking| active listening| writing| reading comprehension| monitoring
OCCO:29203500	magnetic resonance imaging technologists	active listening| reading comprehension| operation monitoring| speaking| monitoring| writing
OCCO:29205100	dietetic technicians	speaking| reading comprehension| monitoring| service orientation| critical thinking| active listening
OCCO:29205200	pharmacy technicians	reading comprehension| active listening| speaking| critical thinking| time management| social perceptiveness
OCCO:29205300	psychiatric technicians	social perceptiveness| speaking| monitoring| active listening| reading comprehension| critical thinking
OCCO:29205500	surgical technologists	monitoring| active listening| operation monitoring| time management| speaking| critical thinking
OCCO:29205600	veterinary technologists and technicians	critical thinking| active listening| speaking| reading comprehension| monitoring| judgment and decision making
OCCO:29205700	ophthalmic medical technicians	active listening| speaking| social perceptiveness| service orientation| reading comprehension| coordination
OCCO:29206100	licensed practical and licensed vocational nurses	service orientation| time management| speaking| social perceptiveness| reading comprehension| monitoring
OCCO:29208100	"opticians, dispensing"	speaking| active listening| reading comprehension| service orientation| critical thinking| writing
OCCO:29209100	orthotists and prosthetists	speaking| service orientation| reading comprehension| critical thinking| active listening| writing
OCCO:29209200	hearing aid specialists	active listening| service orientation| instructing| speaking| judgment and decision making| social perceptiveness
OCCO:29209901	neurodiagnostic technologists	critical thinking| speaking| active listening| monitoring| reading comprehension| writing
OCCO:29209905	ophthalmic medical technologists	speaking| active listening| social perceptiveness| service orientation| reading comprehension| critical thinking
OCCO:29209908	patient representatives	active listening| social perceptiveness| service orientation| speaking| critical thinking| reading comprehension
OCCO:29909100	athletic trainers	monitoring| critical thinking| active listening| speaking| writing| social perceptiveness
OCCO:29909200	genetic counselors	reading comprehension| complex problem solving| active listening| writing| speaking| social perceptiveness
OCCO:29909300	surgical assistants	active listening| speaking| reading comprehension| monitoring| critical thinking| service orientation
OCCO:29909901	midwives	critical thinking| speaking| social perceptiveness| judgment and decision making| active listening| monitoring
OCCO:31112100	home health aides	active listening| service orientation| social perceptiveness| critical thinking| reading comprehension| monitoring
OCCO:31112200	personal care aides	service orientation| social perceptiveness| active listening| speaking| monitoring| time management
OCCO:31113100	nursing assistants	service orientation| social perceptiveness| active listening| speaking| monitoring| coordination
OCCO:31113200	orderlies	social perceptiveness| service orientation| active listening| speaking| coordination| critical thinking
OCCO:31113300	psychiatric aides	social perceptiveness| service orientation| speaking| monitoring| active listening| coordination
OCCO:31201100	occupational therapy assistants	active listening| speaking| writing| time management| social perceptiveness| reading comprehension
OCCO:31201200	occupational therapy aides	speaking| service orientation| active listening| social perceptiveness| writing| critical thinking
OCCO:31202100	physical therapist assistants	active listening| speaking| social perceptiveness| monitoring| service orientation| reading comprehension
OCCO:31202200	physical therapist aides	active listening| social perceptiveness| speaking| service orientation| monitoring| coordination
OCCO:31901100	massage therapists	active listening| speaking| social perceptiveness| service orientation| writing| judgment and decision making
OCCO:31909100	dental assistants	active listening| speaking| reading comprehension| service orientation| critical thinking| social perceptiveness
OCCO:31909200	medical assistants	speaking| social perceptiveness| reading comprehension| active listening| monitoring| critical thinking
OCCO:31909300	medical equipment preparers	critical thinking| quality control analysis| monitoring| operation monitoring| active listening| troubleshooting
OCCO:31909400	medical transcriptionists	active listening| writing| reading comprehension| time management| speaking| monitoring
OCCO:31909500	pharmacy aides	active listening| speaking| service orientation| social perceptiveness| reading comprehension| judgment and decision making
OCCO:31909600	veterinary assistants and laboratory animal caretakers	active listening| service orientation| monitoring| speaking| social perceptiveness| reading comprehension
OCCO:31909700	phlebotomists	social perceptiveness| service orientation| active listening| speaking| critical thinking| writing
OCCO:31909901	speech-language pathology assistants	active listening| reading comprehension| speaking| social perceptiveness| service orientation| monitoring
OCCO:31909902	endoscopy technicians	reading comprehension| critical thinking| speaking| active listening| writing| social perceptiveness
OCCO:33101100	first-line supervisors of correctional officers	social perceptiveness| monitoring| critical thinking| coordination| active listening| speaking
OCCO:33101200	first-line supervisors of police and detectives	active listening| speaking| social perceptiveness| monitoring| management of personnel resources| critical thinking
OCCO:33202200	forest fire inspectors and prevention specialists	critical thinking| speaking| judgment and decision making| coordination| complex problem solving| active listening
OCCO:33301100	bailiffs	social perceptiveness| speaking| monitoring| active listening| judgment and decision making| critical thinking
OCCO:33301200	correctional officers and jailers	speaking| social perceptiveness| monitoring| active listening| critical thinking| reading comprehension
OCCO:33302102	police identification and records officers	active listening| critical thinking| speaking| reading comprehension| writing| social perceptiveness
OCCO:33302106	intelligence analysts	reading comprehension| active listening| critical thinking| speaking| writing| judgment and decision making
OCCO:33303100	fish and game wardens	critical thinking| active listening| speaking| reading comprehension| judgment and decision making| social perceptiveness
OCCO:33304100	parking enforcement workers	speaking| monitoring| social perceptiveness| critical thinking| active listening| time management
OCCO:33305200	transit and railroad police	speaking| active listening| critical thinking| complex problem solving| social perceptiveness| monitoring
OCCO:33901100	animal control workers	active listening| speaking| critical thinking| social perceptiveness| judgment and decision making| complex problem solving
OCCO:33902100	private detectives and investigators	active listening| speaking| reading comprehension| critical thinking| complex problem solving| writing
OCCO:33903200	security guards	active listening| speaking| monitoring| reading comprehension| critical thinking| coordination
OCCO:33909200	"lifeguards, ski patrol, and other recreational protective service workers"	speaking| monitoring| service orientation| judgment and decision making| active listening| social perceptiveness
OCCO:33909300	transportation security screeners	speaking| monitoring| social perceptiveness| critical thinking| coordination| active listening
OCCO:33909902	retail loss prevention specialists	critical thinking| speaking| monitoring| active listening| social perceptiveness| judgment and decision making
OCCO:35101100	chefs and head cooks	monitoring| speaking| coordination| time management| social perceptiveness| management of personnel resources
OCCO:35101200	first-line supervisors of food preparation and serving workers	speaking| service orientation| coordination| active listening| monitoring| management of personnel resources
OCCO:35201100	"cooks, fast food"	active listening| speaking| service orientation| critical thinking| social perceptiveness| reading comprehension
OCCO:35201200	"cooks, institution and cafeteria"	time management| monitoring| speaking| service orientation| reading comprehension| quality control analysis
OCCO:35201300	"cooks, private household"	service orientation| critical thinking| management of material resources| time management| speaking| social perceptiveness
OCCO:35201400	"cooks, restaurant"	monitoring| coordination| active listening| speaking| quality control analysis| judgment and decision making
OCCO:35201500	"cooks, short order"	active listening| time management| service orientation| coordination| speaking| reading comprehension
OCCO:35202100	food preparation workers	active listening| monitoring| speaking| time management| coordination| service orientation
OCCO:35301100	bartenders	service orientation| active listening| speaking| social perceptiveness| critical thinking| monitoring
OCCO:35302301	baristas	active listening| speaking| service orientation| social perceptiveness| reading comprehension| monitoring
OCCO:35303100	waiters and waitresses	active listening| service orientation| speaking| social perceptiveness| coordination| monitoring
OCCO:35304100	"food servers, nonrestaurant"	monitoring| service orientation| speaking| active listening| social perceptiveness| coordination
OCCO:35901100	dining room and cafeteria attendants and bartender helpers	service orientation| coordination| social perceptiveness| monitoring| active listening| speaking
OCCO:35902100	dishwashers	active listening| time management| operation monitoring| operation and control| monitoring| coordination
OCCO:35903100	"hosts and hostesses, restaurant, lounge, and coffee shop"	active listening| speaking| service orientation| social perceptiveness| persuasion| coordination
OCCO:37101100	first-line supervisors of housekeeping and janitorial workers	time management| speaking| social perceptiveness| monitoring| management of personnel resources| coordination
OCCO:37101200	"first-line supervisors of landscaping, lawn service, and groundskeeping workers"	critical thinking| coordination| active listening| time management| speaking| monitoring
OCCO:37201100	"janitors and cleaners, except maids and housekeeping cleaners"	active listening| social perceptiveness| critical thinking| coordination| time management| speaking
OCCO:37201200	maids and housekeeping cleaners	service orientation| coordination| speaking| monitoring| active listening| time management
OCCO:37202100	pest control workers	critical thinking| active listening| writing| speaking| monitoring| time management
OCCO:37301100	landscaping and groundskeeping workers	operation and control| speaking| critical thinking| operation monitoring| coordination| active listening
OCCO:37301200	"pesticide handlers, sprayers, and applicators, vegetation"	active listening| time management| speaking| critical thinking| social perceptiveness| reading comprehension
OCCO:37301300	tree trimmers and pruners	operation and control| operation monitoring| active listening| critical thinking| coordination| instructing
OCCO:39102200	first-line supervisors of personal service workers	critical thinking| active listening| speaking| social perceptiveness| management of personnel resources| time management
OCCO:39201100	animal trainers	instructing| speaking| learning strategies| critical thinking| active learning| monitoring
OCCO:39302100	motion picture projectionists	operation monitoring| operation and control| monitoring| active listening| time management| speaking
OCCO:39303100	"ushers, lobby attendants, and ticket takers"	social perceptiveness| speaking| service orientation| active listening| coordination| persuasion
OCCO:39309100	amusement and recreation attendants	speaking| active listening| social perceptiveness| service orientation| monitoring| coordination
OCCO:39309200	costume attendants	speaking| monitoring| coordination| active listening| social perceptiveness| service orientation
OCCO:39309300	"locker room, coatroom, and dressing room attendants"	speaking| service orientation| active listening| social perceptiveness| monitoring| coordination
OCCO:39401100	embalmers	speaking| active listening| critical thinking| social perceptiveness| service orientation| monitoring
OCCO:39402100	funeral attendants	social perceptiveness| speaking| service orientation| monitoring| active listening| coordination
OCCO:39501100	barbers	active listening| speaking| social perceptiveness| monitoring| service orientation| critical thinking
OCCO:39501200	"hairdressers, hairstylists, and cosmetologists"	active listening| speaking| service orientation| critical thinking| judgment and decision making| active learning
OCCO:39509100	"makeup artists, theatrical and performance"	speaking| judgment and decision making| active listening| time management| critical thinking| coordination
OCCO:39509200	manicurists and pedicurists	speaking| social perceptiveness| service orientation| active listening| time management| reading comprehension
OCCO:39509300	shampooers	speaking| active listening| service orientation| social perceptiveness| monitoring| coordination
OCCO:39509400	skincare specialists	speaking| service orientation| active listening| reading comprehension| active learning| social perceptiveness
OCCO:39601100	baggage porters and bellhops	service orientation| speaking| active listening| social perceptiveness| monitoring| coordination
OCCO:39601200	concierges	service orientation| speaking| social perceptiveness| active listening| coordination| critical thinking
OCCO:39701100	tour guides and escorts	speaking| social perceptiveness| active listening| service orientation| reading comprehension| coordination
OCCO:39701200	travel guides	speaking| active listening| service orientation| coordination| social perceptiveness| persuasion
OCCO:39901100	childcare workers	speaking| service orientation| monitoring| social perceptiveness| critical thinking| judgment and decision making
OCCO:39901101	nannies	speaking| social perceptiveness| monitoring| judgment and decision making| active listening| complex problem solving
OCCO:39903200	recreation workers	active listening| speaking| social perceptiveness| service orientation| coordination| monitoring
OCCO:39904100	residential advisors	speaking| social perceptiveness| monitoring| active listening| critical thinking| coordination
OCCO:41101100	first-line supervisors of retail sales workers	active listening| speaking| service orientation| monitoring| critical thinking| coordination
OCCO:41101200	first-line supervisors of non-retail sales workers	speaking| monitoring| management of personnel resources| judgment and decision making| active listening| time management
OCCO:41201100	cashiers	active listening| speaking| service orientation| mathematics| social perceptiveness| critical thinking
OCCO:41202100	counter and rental clerks	active listening| speaking| service orientation| social perceptiveness| reading comprehension| critical thinking
OCCO:41202200	parts salespersons	speaking| active listening| service orientation| reading comprehension| persuasion| social perceptiveness
OCCO:41203100	retail salespersons	speaking| persuasion| active listening| service orientation| social perceptiveness| negotiation
OCCO:41301100	advertising sales agents	social perceptiveness| persuasion| speaking| active listening| service orientation| negotiation
OCCO:41302100	insurance sales agents	active listening| reading comprehension| writing| speaking| time management| service orientation
OCCO:41304100	travel agents	service orientation| active listening| speaking| reading comprehension| social perceptiveness| persuasion
OCCO:41401100	"sales representatives, wholesale and manufacturing, technical and scientific products"	speaking| persuasion| active listening| negotiation| social perceptiveness| service orientation
OCCO:41401107	solar sales representatives and assessors	speaking| active listening| service orientation| social perceptiveness| reading comprehension| persuasion
OCCO:41401200	"sales representatives, wholesale and manufacturing, except technical and scientific products"	speaking| active listening| persuasion| social perceptiveness| negotiation| critical thinking
OCCO:41901100	demonstrators and product promoters	speaking| active listening| persuasion| service orientation| reading comprehension| writing
OCCO:41901200	models	social perceptiveness| time management| active listening| speaking| reading comprehension| critical thinking
OCCO:41902100	real estate brokers	speaking| reading comprehension| critical thinking| active listening| negotiation| active learning
OCCO:41902200	real estate sales agents	speaking| persuasion| negotiation| active listening| social perceptiveness| coordination
OCCO:41903100	sales engineers	persuasion| speaking| social perceptiveness| reading comprehension| critical thinking| active listening
OCCO:41904100	telemarketers	speaking| persuasion| active listening| social perceptiveness| service orientation| reading comprehension
OCCO:43101100	first-line supervisors of office and administrative support workers	speaking| social perceptiveness| reading comprehension| monitoring| coordination| active listening
OCCO:43201100	"switchboard operators, including answering service"	speaking| active listening| social perceptiveness| writing| service orientation| reading comprehension
OCCO:43202100	telephone operators	speaking| active listening| service orientation| social perceptiveness| reading comprehension| critical thinking
OCCO:43301100	bill and account collectors	speaking| active listening| social perceptiveness| persuasion| reading comprehension| negotiation
OCCO:43303100	"bookkeeping, accounting, and auditing clerks"	speaking| reading comprehension| active listening| writing| time management| monitoring
OCCO:43305100	payroll and timekeeping clerks	reading comprehension| active listening| speaking| writing| critical thinking| time management
OCCO:43306100	procurement clerks	speaking| reading comprehension| writing| active listening| critical thinking| complex problem solving
OCCO:43307100	tellers	active listening| speaking| service orientation| reading comprehension| mathematics| critical thinking
OCCO:43401100	brokerage clerks	speaking| active listening| reading comprehension| time management| critical thinking| writing
OCCO:43402100	correspondence clerks	writing| reading comprehension| critical thinking| active listening| judgment and decision making| speaking
OCCO:43405100	customer service representatives	speaking| active listening| service orientation| reading comprehension| persuasion| critical thinking
OCCO:43406100	"eligibility interviewers, government programs"	speaking| active listening| reading comprehension| writing| social perceptiveness| service orientation
OCCO:43407100	file clerks	reading comprehension| active listening| writing| time management| speaking| social perceptiveness
OCCO:43408100	"hotel, motel, and resort desk clerks"	social perceptiveness| speaking| service orientation| active listening| coordination| reading comprehension
OCCO:43411100	"interviewers, except eligibility and loan"	speaking| active listening| reading comprehension| social perceptiveness| service orientation| critical thinking
OCCO:43412100	"library assistants, clerical"	service orientation| reading comprehension| active listening| speaking| coordination| social perceptiveness
OCCO:43413100	loan interviewers and clerks	speaking| active listening| reading comprehension| writing| social perceptiveness| critical thinking
OCCO:43414100	new accounts clerks	speaking| active listening| service orientation| reading comprehension| social perceptiveness| critical thinking
OCCO:43415100	order clerks	active listening| speaking| reading comprehension| service orientation| social perceptiveness| persuasion
OCCO:43416100	"human resources assistants, except payroll and timekeeping"	reading comprehension| active listening| speaking| writing| critical thinking| time management
OCCO:43417100	receptionists and information clerks	speaking| active listening| service orientation| writing| reading comprehension| critical thinking
OCCO:43418100	reservation and transportation ticket agents and travel clerks	speaking| service orientation| active listening| social perceptiveness| reading comprehension| critical thinking
OCCO:43501100	cargo and freight agents	speaking| active listening| service orientation| monitoring| critical thinking| time management
OCCO:43501101	freight forwarders	reading comprehension| monitoring| coordination| writing| time management| speaking
OCCO:43502100	couriers and messengers	time management| speaking| active listening| writing| service orientation| reading comprehension
OCCO:43503200	"dispatchers, except police, fire, and ambulance"	speaking| active listening| coordination| reading comprehension| monitoring| time management
OCCO:43504100	"meter readers, utilities"	time management| speaking| service orientation| reading comprehension| critical thinking| active listening
OCCO:43505100	postal service clerks	active listening| speaking| service orientation| reading comprehension| time management| social perceptiveness
OCCO:43505200	postal service mail carriers	speaking| social perceptiveness| critical thinking| active listening| time management| coordination
OCCO:43505300	"postal service mail sorters, processors, and processing machine operators"	monitoring| speaking| reading comprehension| critical thinking| coordination| time management
OCCO:43506100	"production, planning, and expediting clerks"	reading comprehension| active listening| speaking| time management| writing| monitoring
OCCO:43511100	"weighers, measurers, checkers, and samplers, recordkeeping"	critical thinking| speaking| reading comprehension| writing| social perceptiveness| coordination
OCCO:43601100	executive secretaries and executive administrative assistants	reading comprehension| active listening| speaking| service orientation| writing| time management
OCCO:43601400	"secretaries and administrative assistants, except legal, medical, and executive"	writing| time management| speaking| reading comprehension| active listening| service orientation
OCCO:43902100	data entry keyers	reading comprehension| monitoring| active listening| speaking| writing| time management
OCCO:43902200	word processors and typists	time management| speaking| reading comprehension| active listening| monitoring| writing
OCCO:43903100	desktop publishers	critical thinking| reading comprehension| speaking| judgment and decision making| active listening| writing
OCCO:43905100	"mail clerks and mail machine operators, except postal service"	time management| speaking| reading comprehension| monitoring| critical thinking| writing
OCCO:43906100	"office clerks, general"	speaking| reading comprehension| active listening| writing| time management| social perceptiveness
OCCO:43907100	"office machine operators, except computer"	operation monitoring| operation and control| monitoring| time management| reading comprehension| judgment and decision making
OCCO:43908100	proofreaders and copy markers	reading comprehension| writing| speaking| active listening| critical thinking| monitoring
OCCO:43911100	statistical assistants	mathematics| reading comprehension| critical thinking| complex problem solving| active learning| writing
OCCO:45201100	agricultural inspectors	quality control analysis| reading comprehension| monitoring| active listening| critical thinking| speaking
OCCO:45202100	animal breeders	science| monitoring| critical thinking| time management| speaking| reading comprehension
OCCO:45204100	"graders and sorters, agricultural products"	active listening| speaking| monitoring| social perceptiveness| critical thinking| coordination
OCCO:45209100	agricultural equipment operators	operation monitoring| operation and control| troubleshooting| repairing| quality control analysis| social perceptiveness
OCCO:45209300	"farmworkers, farm, ranch, and aquacultural animals"	critical thinking| active listening| monitoring| operation monitoring| operation and control| coordination
OCCO:45401100	forest and conservation workers	speaking| coordination| monitoring| judgment and decision making| critical thinking| active listening
OCCO:45402100	fallers	operation and control| operation monitoring| monitoring| critical thinking| judgment and decision making| equipment maintenance
OCCO:45402200	logging equipment operators	operation and control| operation monitoring| quality control analysis| equipment maintenance| repairing| monitoring
OCCO:45402300	log graders and scalers	speaking| active listening| judgment and decision making| critical thinking| coordination| social perceptiveness
OCCO:47101100	first-line supervisors of construction trades and extraction workers	coordination| active listening| critical thinking| speaking| time management| reading comprehension
OCCO:47101103	solar energy installation managers	time management| monitoring| management of personnel resources| coordination| critical thinking| active listening
OCCO:47201100	boilermakers	operation monitoring| operation and control| critical thinking| quality control analysis| equipment maintenance| troubleshooting
OCCO:47202100	brickmasons and blockmasons	monitoring| critical thinking| time management| quality control analysis| coordination| judgment and decision making
OCCO:47202200	stonemasons	critical thinking| time management| coordination| social perceptiveness| judgment and decision making| complex problem solving
OCCO:47204100	carpet installers	monitoring| coordination| time management| quality control analysis| mathematics| critical thinking
OCCO:47204200	"floor layers, except carpet, wood, and hard tiles"	speaking| active listening| time management| social perceptiveness| monitoring| judgment and decision making
OCCO:47204300	floor sanders and finishers	active listening| operation and control| speaking| operation monitoring| monitoring| coordination
OCCO:47205100	cement masons and concrete finishers	monitoring| judgment and decision making| critical thinking| coordination| active listening| time management
OCCO:47205300	terrazzo workers and finishers	quality control analysis| coordination| speaking| judgment and decision making| time management| operation monitoring
OCCO:47206100	construction laborers	active listening| speaking| social perceptiveness| reading comprehension| operation monitoring| coordination
OCCO:47207100	"paving, surfacing, and tamping equipment operators"	operation monitoring| operation and control| monitoring| judgment and decision making| critical thinking| coordination
OCCO:47207300	operating engineers and other construction equipment operators	operation and control| operation monitoring| monitoring| troubleshooting| equipment maintenance| coordination
OCCO:47208100	drywall and ceiling tile installers	critical thinking| time management| speaking| monitoring| judgment and decision making| coordination
OCCO:47208200	tapers	speaking| monitoring| active listening| time management| social perceptiveness| critical thinking
OCCO:47211100	electricians	troubleshooting| repairing| judgment and decision making| critical thinking| active listening| installation
OCCO:47212100	glaziers	reading comprehension| operation and control| critical thinking| coordination| time management| speaking
OCCO:47213100	"insulation workers, floor, ceiling, and wall"	speaking| operation and control| critical thinking| active listening| operation monitoring| monitoring
OCCO:47213200	"insulation workers, mechanical"	critical thinking| coordination| active listening| time management| speaking| social perceptiveness
OCCO:47214100	"painters, construction and maintenance"	time management| social perceptiveness| critical thinking| active listening| reading comprehension| monitoring
OCCO:47214200	paperhangers	speaking| coordination| active listening| time management| critical thinking| monitoring
OCCO:47215100	pipelayers	operation and control| operation monitoring| active listening| quality control analysis| critical thinking| coordination
OCCO:47215200	"plumbers, pipefitters, and steamfitters"	critical thinking| judgment and decision making| active listening| troubleshooting| speaking| repairing
OCCO:47215204	solar thermal installers and technicians	installation| reading comprehension| quality control analysis| speaking| operation monitoring| monitoring
OCCO:47216100	plasterers and stucco masons	time management| quality control analysis| active listening| speaking| service orientation| operation monitoring
OCCO:47217100	reinforcing iron and rebar workers	coordination| critical thinking| operation and control| monitoring| judgment and decision making| time management
OCCO:47218100	roofers	coordination| critical thinking| active listening| time management| speaking| operation monitoring
OCCO:47221100	sheet metal workers	critical thinking| time management| speaking| reading comprehension| monitoring| mathematics
OCCO:47222100	structural iron and steel workers	operation monitoring| operation and control| coordination| critical thinking| active listening| time management
OCCO:47223100	solar photovoltaic installers	installation| critical thinking| active listening| monitoring| troubleshooting| time management
OCCO:47301100	"helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters"	time management| operation and control| monitoring| critical thinking| coordination| judgment and decision making
OCCO:47301200	helpers--carpenters	speaking| social perceptiveness| monitoring| critical thinking| coordination| complex problem solving
OCCO:47301300	helpers--electricians	quality control analysis| active listening| troubleshooting| speaking| repairing| critical thinking
OCCO:47301400	"helpers--painters, paperhangers, plasterers, and stucco masons"	speaking| coordination| active listening| time management| monitoring| critical thinking
OCCO:47301500	"helpers--pipelayers, plumbers, pipefitters, and steamfitters"	monitoring| judgment and decision making| critical thinking| active listening| coordination| repairing
OCCO:47301600	helpers--roofers	coordination| monitoring| active listening| speaking| quality control analysis| critical thinking
OCCO:47401100	construction and building inspectors	reading comprehension| active listening| critical thinking| speaking| complex problem solving| writing
OCCO:47401101	energy auditors	reading comprehension| active listening| writing| speaking| judgment and decision making| critical thinking
